business_id,business_category,business_true_avg_rating,business_displayed_stars,business_review_count
869,restaurants,3.132,3.0,9
870,beauty,3.811,4.0,34
871,restaurants,3.867,4.0,29
872,health,3.658,3.5,24
873,shopping,4.525,4.5,39
874,beauty,3.382,3.5,30
875,services,4.022,4.0,3
876,shopping,3.887,4.0,19
877,restaurants,2.994,3.0,39
878,nightlife,3.125,3.0,128
879,nightlife,3.857,4.0,133
880,shopping,4.94,5.0,7
881,nightlife,4.169,4.0,18
882,health,2.901,3.0,6
883,shopping,2.139,2.0,113
884,restaurants,4.253,4.5,69
885,shopping,3.797,4.0,36
886,shopping,4.478,4.5,30
887,restaurants,3.366,3.5,99
888,restaurants,4.043,4.0,83
889,beauty,4.315,4.5,79
890,restaurants,3.604,3.5,40
891,health,3.616,3.5,18
892,restaurants,3.864,4.0,54
893,restaurants,4.148,4.0,56
894,beauty,3.842,4.0,21
895,services,4.386,4.5,18
896,restaurants,3.596,3.5,77
897,restaurants,3.119,3.0,131
898,restaurants,4.937,5.0,13
899,shopping,3.517,3.5,20
900,shopping,3.537,3.5,36
901,restaurants,3.814,4.0,41
902,restaurants,3.887,4.0,16
903,shopping,3.637,3.5,162
904,health,3.84,4.0,38
905,nightlife,3.828,4.0,43
906,shopping,3.946,4.0,143
907,restaurants,2.553,2.5,17
908,restaurants,4.884,5.0,23
909,restaurants,3.769,4.0,8
910,beauty,4.169,4.0,22
911,services,3.092,3.0,7
912,services,3.591,3.5,53
913,health,3.48,3.5,38
914,health,4.658,4.5,20
915,health,3.528,3.5,23
916,restaurants,4.267,4.5,54
917,restaurants,3.492,3.5,9
918,restaurants,3.601,3.5,31
919,nightlife,3.715,3.5,50
920,restaurants,4.556,4.5,5
921,services,2.811,3.0,50
922,nightlife,3.126,3.0,6
923,nightlife,2.779,3.0,23
924,restaurants,3.252,3.5,9
925,restaurants,3.404,3.5,104
926,restaurants,2.962,3.0,9
927,services,3.446,3.5,6
928,nightlife,2.742,2.5,29
929,beauty,3.29,3.5,17
930,restaurants,4.51,4.5,6
931,shopping,4.072,4.0,43
932,shopping,3.953,4.0,4
933,beauty,3.298,3.5,10
934,beauty,3.005,3.0,15
935,restaurants,3.223,3.0,56
936,health,3.826,4.0,91
937,restaurants,4.327,4.5,75
938,services,4.346,4.5,22
939,restaurants,4.197,4.0,3
940,restaurants,3.444,3.5,37
941,services,3.864,4.0,108
942,restaurants,3.673,3.5,85
943,shopping,3.739,3.5,40
944,shopping,4.97,5.0,8
945,restaurants,2.881,3.0,16
946,beauty,3.721,3.5,171
947,services,4.516,4.5,7
948,services,3.044,3.0,9
949,restaurants,3.496,3.5,64
950,shopping,3.559,3.5,17
951,restaurants,3.727,3.5,9
952,restaurants,2.972,3.0,114
953,restaurants,4.177,4.0,40
954,health,4.216,4.0,18
955,services,4.13,4.0,9
956,beauty,3.371,3.5,191
957,shopping,3.898,4.0,25
958,shopping,3.355,3.5,100
959,shopping,3.667,3.5,61
960,shopping,5.0,5.0,16
961,shopping,3.903,4.0,16
962,restaurants,3.197,3.0,105
963,restaurants,3.949,4.0,107
964,health,3.107,3.0,5
965,shopping,3.191,3.0,44
966,health,3.277,3.5,23
967,restaurants,3.606,3.5,10
968,nightlife,4.365,4.5,33
969,restaurants,4.168,4.0,7
970,restaurants,4.138,4.0,16
971,restaurants,3.246,3.0,12
972,restaurants,3.552,3.5,16
973,services,4.0,4.0,24
974,restaurants,3.504,3.5,10
975,nightlife,3.697,3.5,119
976,shopping,4.093,4.0,41
977,shopping,3.658,3.5,149
978,shopping,3.974,4.0,22
979,restaurants,4.726,4.5,15
980,health,3.755,4.0,143
981,services,4.499,4.5,15
982,beauty,4.158,4.0,22
983,shopping,3.043,3.0,51
984,restaurants,3.244,3.0,8
985,health,3.392,3.5,51
986,shopping,3.38,3.5,45
987,restaurants,3.8,4.0,88
988,shopping,4.188,4.0,61
989,services,4.54,4.5,91
990,nightlife,4.019,4.0,23
991,beauty,3.605,3.5,11
992,services,2.705,2.5,203
993,restaurants,3.889,4.0,6
994,health,3.864,4.0,7
995,shopping,3.951,4.0,44
996,nightlife,5.0,5.0,126
997,restaurants,4.532,4.5,31
998,health,4.282,4.5,68
999,restaurants,3.321,3.5,4
1000,restaurants,3.568,3.5,16
1001,shopping,3.798,4.0,5
1002,restaurants,3.424,3.5,55
1003,restaurants,4.125,4.0,6
1004,nightlife,4.046,4.0,8
1005,shopping,3.251,3.5,42
1006,health,4.508,4.5,72
1007,restaurants,3.906,4.0,22
1008,beauty,2.899,3.0,44
1009,shopping,3.822,4.0,43
1010,nightlife,4.005,4.0,21
1011,nightlife,4.385,4.5,9
1012,shopping,3.664,3.5,44
1013,health,4.305,4.5,46
1014,shopping,3.953,4.0,61
1015,restaurants,3.127,3.0,35
1016,beauty,3.072,3.0,9
1017,services,4.467,4.5,50
1018,restaurants,4.508,4.5,25
1019,shopping,4.028,4.0,16
1020,services,4.673,4.5,19
1021,beauty,4.431,4.5,13
1022,health,4.226,4.0,61
1023,shopping,3.349,3.5,7
1024,nightlife,4.802,5.0,10
1025,restaurants,4.145,4.0,19
1026,health,3.638,3.5,124
1027,shopping,3.482,3.5,71
1028,beauty,3.991,4.0,6
1029,shopping,2.931,3.0,96
1030,nightlife,4.235,4.0,96
1031,beauty,3.326,3.5,9
1032,shopping,4.054,4.0,3
1033,services,3.563,3.5,24
1034,shopping,3.705,3.5,76
1035,nightlife,3.434,3.5,121
1036,shopping,3.761,4.0,11
1037,shopping,4.889,5.0,142
1038,shopping,4.612,4.5,4
1039,restaurants,4.045,4.0,18
1040,restaurants,3.836,4.0,17
1041,beauty,4.314,4.5,79
1042,nightlife,4.471,4.5,91
1043,beauty,3.394,3.5,65
1044,restaurants,3.807,4.0,7
1045,restaurants,2.848,3.0,59
1046,restaurants,4.468,4.5,42
1047,beauty,4.986,5.0,6
1048,services,3.894,4.0,4
1049,restaurants,2.681,2.5,70
1050,beauty,4.185,4.0,21
1051,restaurants,3.353,3.5,8
1052,restaurants,3.485,3.5,21
1053,restaurants,4.195,4.0,36
1054,restaurants,3.99,4.0,24
1055,beauty,3.582,3.5,6
1056,services,3.493,3.5,163
1057,restaurants,3.919,4.0,68
1058,nightlife,3.625,3.5,19
1059,beauty,3.24,3.0,19
1060,health,3.667,3.5,36
1061,nightlife,4.037,4.0,9
1062,restaurants,3.752,4.0,35
1063,nightlife,3.073,3.0,7
1064,restaurants,4.394,4.5,24
1065,health,2.344,2.5,9
1066,shopping,3.604,3.5,9
1067,beauty,3.509,3.5,128
1068,restaurants,3.931,4.0,27
1069,shopping,4.159,4.0,31
1070,services,4.47,4.5,4
1071,nightlife,3.458,3.5,15
1072,shopping,4.173,4.0,40
1073,health,3.958,4.0,31
1074,services,2.909,3.0,4
1075,restaurants,4.895,5.0,31
1076,nightlife,3.059,3.0,36
1077,shopping,4.081,4.0,90
1078,nightlife,4.064,4.0,14
1079,restaurants,4.002,4.0,4
1080,restaurants,3.578,3.5,10
1081,services,4.305,4.5,9
1082,health,2.992,3.0,52
1083,services,3.814,4.0,3
1084,health,3.54,3.5,17
1085,beauty,3.477,3.5,103
1086,beauty,4.086,4.0,26
1087,beauty,4.443,4.5,61
1088,shopping,3.661,3.5,6
1089,shopping,4.279,4.5,6
1090,restaurants,3.877,4.0,104
1091,nightlife,3.359,3.5,28
1092,restaurants,3.708,3.5,28
1093,restaurants,3.685,3.5,9
1094,nightlife,3.467,3.5,28
1095,shopping,4.086,4.0,9
1096,restaurants,3.979,4.0,81
1097,services,2.975,3.0,376
1098,services,2.942,3.0,41
1099,restaurants,4.084,4.0,14
1100,restaurants,3.402,3.5,3
1101,restaurants,4.016,4.0,6
1102,services,4.28,4.5,117
1103,services,3.151,3.0,10
1104,restaurants,3.074,3.0,18
1105,beauty,4.771,5.0,48
1106,restaurants,4.043,4.0,109
1107,shopping,3.619,3.5,21
1108,health,3.336,3.5,17
1109,restaurants,3.569,3.5,27
1110,restaurants,3.195,3.0,14
1111,shopping,4.336,4.5,15
1112,nightlife,3.423,3.5,38
1113,health,4.451,4.5,31
1114,health,3.63,3.5,208
1115,restaurants,3.276,3.5,39
1116,restaurants,3.616,3.5,79
1117,services,2.407,2.5,9
1118,restaurants,3.784,4.0,42
1119,services,3.756,4.0,13
1120,beauty,4.304,4.5,37
1121,restaurants,2.813,3.0,50
1122,services,4.489,4.5,27
1123,restaurants,4.301,4.5,273
1124,shopping,4.539,4.5,103
1125,nightlife,3.821,4.0,81
1126,shopping,4.408,4.5,54
1127,beauty,3.041,3.0,144
1128,nightlife,4.242,4.0,7
1129,health,3.426,3.5,98
1130,health,2.942,3.0,10
1131,shopping,3.232,3.0,15
1132,restaurants,3.853,4.0,44
1133,beauty,3.397,3.5,85
1134,health,4.057,4.0,9
1135,restaurants,2.855,3.0,16
1136,shopping,2.68,2.5,28
1137,shopping,4.605,4.5,21
1138,restaurants,4.347,4.5,59
1139,beauty,3.273,3.5,763
1140,shopping,3.848,4.0,38
1141,services,4.411,4.5,13
1142,services,4.081,4.0,8
1143,services,3.932,4.0,19
1144,shopping,4.452,4.5,11
1145,restaurants,3.448,3.5,40
1146,beauty,3.867,4.0,40
1147,services,3.84,4.0,16
1148,shopping,3.7,3.5,180
1149,services,3.636,3.5,13
1150,restaurants,3.89,4.0,23
1151,services,3.869,4.0,47
1152,restaurants,3.273,3.5,61
1153,restaurants,4.291,4.5,89
1154,shopping,3.313,3.5,39
1155,restaurants,3.73,3.5,71
1156,restaurants,3.688,3.5,14
1157,restaurants,4.047,4.0,62
1158,shopping,2.684,2.5,62
1159,beauty,4.34,4.5,112
1160,restaurants,3.478,3.5,6
1161,nightlife,4.521,4.5,11
1162,services,3.587,3.5,57
1163,restaurants,3.823,4.0,3
1164,restaurants,4.903,5.0,41
1165,services,3.697,3.5,72
1166,services,4.531,4.5,15
1167,shopping,3.871,4.0,17
1168,services,4.078,4.0,9
1169,restaurants,3.888,4.0,16
1170,shopping,4.316,4.5,16
1171,beauty,3.473,3.5,13
1172,restaurants,3.309,3.5,13
1173,beauty,3.499,3.5,20
1174,shopping,3.905,4.0,19
1175,beauty,3.729,3.5,161
1176,shopping,4.241,4.0,18
1177,shopping,4.568,4.5,36
1178,restaurants,3.313,3.5,15
1179,restaurants,3.446,3.5,15
1180,beauty,3.06,3.0,5
1181,restaurants,4.967,5.0,6
1182,restaurants,4.018,4.0,8
1183,restaurants,4.114,4.0,30
1184,restaurants,3.113,3.0,73
1185,services,3.849,4.0,5
1186,shopping,4.13,4.0,15
1187,health,3.711,3.5,7
1188,restaurants,4.442,4.5,20
1189,nightlife,5.0,5.0,73
1190,shopping,3.329,3.5,17
1191,shopping,3.288,3.5,24
1192,services,3.367,3.5,106
1193,health,4.733,4.5,40
1194,services,4.423,4.5,12
1195,restaurants,3.775,4.0,30
1196,restaurants,3.87,4.0,12
1197,nightlife,3.401,3.5,38
1198,restaurants,4.34,4.5,42
1199,beauty,3.641,3.5,7
1200,nightlife,3.707,3.5,30
1201,nightlife,4.185,4.0,23
1202,services,3.747,3.5,43
1203,beauty,3.721,3.5,57
1204,restaurants,3.856,4.0,41
1205,restaurants,4.287,4.5,19
1206,nightlife,4.756,5.0,63
1207,shopping,4.172,4.0,11
1208,restaurants,4.292,4.5,8
1209,shopping,3.74,3.5,2
1210,beauty,3.461,3.5,24
1211,services,4.21,4.0,12
1212,nightlife,3.944,4.0,38
1213,shopping,3.068,3.0,4
1214,restaurants,3.67,3.5,14
1215,shopping,3.804,4.0,40
1216,restaurants,3.569,3.5,10
1217,nightlife,4.665,4.5,38
1218,beauty,4.114,4.0,15
1219,restaurants,4.605,4.5,25
1220,restaurants,3.995,4.0,45
1221,restaurants,3.895,4.0,65
1222,services,3.335,3.5,28
1223,nightlife,3.857,4.0,12
1224,restaurants,3.857,4.0,17
1225,services,3.098,3.0,47
1226,shopping,3.553,3.5,10
1227,shopping,3.672,3.5,22
1228,health,4.077,4.0,18
1229,restaurants,4.104,4.0,23
1230,restaurants,3.53,3.5,10
1231,nightlife,4.108,4.0,5
1232,restaurants,3.75,3.5,42
1233,beauty,2.272,2.5,65
1234,restaurants,3.583,3.5,5
1235,restaurants,4.443,4.5,36
1236,restaurants,2.925,3.0,73
1237,shopping,3.912,4.0,46
1238,restaurants,4.722,4.5,17
1239,restaurants,3.432,3.5,11
1240,services,3.851,4.0,28
1241,restaurants,3.133,3.0,32
1242,shopping,4.745,4.5,28
1243,restaurants,3.804,4.0,21
1244,shopping,3.876,4.0,9
1245,restaurants,4.595,4.5,38
1246,nightlife,4.214,4.0,40
1247,restaurants,3.368,3.5,31
1248,services,3.494,3.5,28
1249,health,4.122,4.0,133
1250,restaurants,3.507,3.5,14
1251,restaurants,2.686,2.5,89
1252,restaurants,3.821,4.0,13
1253,nightlife,3.036,3.0,75
1254,restaurants,4.739,4.5,85
1255,services,3.947,4.0,19
1256,beauty,3.352,3.5,130
1257,services,3.466,3.5,40
1258,shopping,2.811,3.0,11
1259,health,3.245,3.0,18
1260,restaurants,4.409,4.5,77
1261,shopping,5.0,5.0,63
1262,restaurants,4.25,4.0,10
1263,health,3.799,4.0,22
1264,nightlife,3.612,3.5,31
1265,services,3.324,3.5,16
1266,restaurants,4.983,5.0,260
1267,health,3.746,3.5,32
1268,shopping,5.0,5.0,24
1269,shopping,4.616,4.5,82
1270,health,2.893,3.0,18
1271,shopping,3.484,3.5,68
1272,shopping,3.482,3.5,6
1273,nightlife,3.806,4.0,17
1274,restaurants,3.817,4.0,71
1275,restaurants,5.0,5.0,119
1276,restaurants,3.258,3.5,12
1277,restaurants,3.976,4.0,11
1278,services,4.189,4.0,44
1279,nightlife,3.849,4.0,14
1280,shopping,3.911,4.0,20
1281,shopping,3.275,3.5,60
1282,shopping,3.909,4.0,15
1283,nightlife,4.131,4.0,4
1284,health,4.03,4.0,8
1285,health,4.164,4.0,26
1286,shopping,4.627,4.5,5
1287,restaurants,4.365,4.5,19
1288,shopping,3.889,4.0,7
1289,nightlife,3.206,3.0,127
1290,shopping,3.52,3.5,215
1291,nightlife,3.729,3.5,10
1292,nightlife,3.989,4.0,33
1293,restaurants,3.587,3.5,10
1294,shopping,3.335,3.5,19
1295,shopping,3.196,3.0,150
1296,restaurants,2.942,3.0,16
1297,restaurants,3.721,3.5,19
1298,beauty,3.042,3.0,11
1299,shopping,3.3,3.5,78
1300,restaurants,3.633,3.5,2
1301,nightlife,3.115,3.0,17
1302,beauty,4.059,4.0,24
1303,restaurants,4.257,4.5,14
1304,services,3.548,3.5,59
1305,health,3.61,3.5,83
1306,nightlife,4.146,4.0,7
1307,beauty,3.457,3.5,200
1308,restaurants,3.419,3.5,7
1309,health,4.508,4.5,90
1310,shopping,4.336,4.5,29
1311,health,4.181,4.0,16
1312,nightlife,4.359,4.5,17
1313,restaurants,2.762,3.0,25
1314,restaurants,4.595,4.5,31
1315,beauty,4.066,4.0,11
1316,nightlife,4.406,4.5,20
1317,restaurants,4.063,4.0,12
1318,beauty,3.877,4.0,8
1319,services,3.699,3.5,12
1320,shopping,4.052,4.0,9
1321,shopping,3.679,3.5,17
1322,restaurants,4.327,4.5,39
1323,services,2.977,3.0,29
1324,restaurants,3.552,3.5,178
1325,services,4.975,5.0,4
1326,shopping,3.506,3.5,40
1327,nightlife,3.719,3.5,26
1328,restaurants,3.365,3.5,56
1329,restaurants,4.035,4.0,51
1330,beauty,3.445,3.5,22
1331,shopping,3.748,3.5,30
1332,shopping,4.317,4.5,13
1333,health,3.466,3.5,46
1334,health,4.284,4.5,5
1335,services,4.302,4.5,54
1336,restaurants,4.43,4.5,25
1337,nightlife,3.927,4.0,16
1338,services,5.0,5.0,20
1339,shopping,4.43,4.5,22
1340,restaurants,4.029,4.0,91
1341,services,3.368,3.5,623
1342,shopping,3.797,4.0,84
1343,nightlife,4.634,4.5,15
1344,health,4.79,5.0,47
1345,nightlife,4.663,4.5,49
1346,shopping,4.282,4.5,11
1347,shopping,3.159,3.0,8
1348,shopping,4.118,4.0,24
1349,restaurants,3.167,3.0,56
1350,services,3.032,3.0,6
1351,services,3.982,4.0,13
1352,restaurants,4.138,4.0,44
1353,restaurants,4.347,4.5,27
1354,services,4.123,4.0,102
1355,restaurants,4.142,4.0,7
1356,shopping,3.308,3.5,259
1357,shopping,3.792,4.0,6
1358,beauty,3.021,3.0,4
1359,restaurants,2.748,2.5,24
1360,beauty,4.257,4.5,9
1361,shopping,3.436,3.5,25
1362,nightlife,4.33,4.5,24
1363,restaurants,4.46,4.5,21
1364,shopping,3.509,3.5,12
1365,shopping,4.175,4.0,39
1366,restaurants,3.486,3.5,19
1367,restaurants,2.835,3.0,75
1368,restaurants,3.918,4.0,21
1369,shopping,3.591,3.5,10
1370,restaurants,3.608,3.5,6
1371,health,4.936,5.0,22
1372,shopping,3.011,3.0,8
1373,services,4.061,4.0,7
1374,health,3.303,3.5,43
1375,restaurants,4.35,4.5,5
1376,nightlife,4.014,4.0,102
1377,services,4.059,4.0,30
1378,nightlife,3.33,3.5,24
1379,shopping,3.429,3.5,10
1380,shopping,4.36,4.5,54
1381,restaurants,4.824,5.0,25
1382,shopping,4.114,4.0,13
1383,health,3.356,3.5,31
1384,health,4.036,4.0,6
1385,restaurants,5.0,5.0,6
1386,beauty,3.906,4.0,9
1387,restaurants,4.654,4.5,36
1388,services,3.443,3.5,25
1389,restaurants,3.827,4.0,71
1390,health,4.191,4.0,11
1391,services,4.069,4.0,45
1392,restaurants,3.428,3.5,23
1393,restaurants,3.405,3.5,11
1394,services,4.394,4.5,37
1395,restaurants,4.505,4.5,24
1396,shopping,4.682,4.5,14
1397,services,4.842,5.0,27
1398,nightlife,3.924,4.0,23
1399,shopping,3.679,3.5,22
1400,shopping,4.593,4.5,17
1401,restaurants,4.242,4.0,8
1402,health,3.31,3.5,27
1403,restaurants,3.282,3.5,12
1404,restaurants,4.121,4.0,10
1405,restaurants,3.752,4.0,20
1406,health,3.835,4.0,52
1407,restaurants,4.44,4.5,31
1408,services,4.267,4.5,15
1409,beauty,4.581,4.5,15
1410,services,2.788,3.0,47
1411,health,3.989,4.0,3
1412,services,4.232,4.0,55
1413,health,3.01,3.0,5
1414,restaurants,3.49,3.5,7
1415,services,3.388,3.5,16
1416,nightlife,3.862,4.0,216
1417,nightlife,4.745,4.5,132
1418,services,4.962,5.0,51
1419,health,3.402,3.5,36
1420,beauty,4.14,4.0,5
1421,shopping,4.157,4.0,30
1422,shopping,4.063,4.0,15
1423,shopping,4.069,4.0,12
1424,shopping,4.017,4.0,30
1425,shopping,4.778,5.0,16
1426,restaurants,4.456,4.5,60
1427,restaurants,3.267,3.5,5
1428,beauty,4.288,4.5,27
1429,shopping,4.341,4.5,11
1430,health,4.023,4.0,17
1431,nightlife,4.472,4.5,34
1432,restaurants,3.953,4.0,9
1433,restaurants,3.96,4.0,30
1434,restaurants,3.917,4.0,21
1435,health,2.74,2.5,14
1436,restaurants,3.806,4.0,16
1437,shopping,3.482,3.5,22
1438,health,3.197,3.0,12
1439,health,4.639,4.5,26
1440,restaurants,4.127,4.0,20
1441,restaurants,3.834,4.0,14
1442,restaurants,3.539,3.5,121
1443,restaurants,4.013,4.0,38
1444,restaurants,4.395,4.5,18
1445,nightlife,3.395,3.5,29
1446,services,3.847,4.0,10
1447,shopping,4.327,4.5,17
1448,nightlife,2.785,3.0,19
1449,restaurants,3.818,4.0,8
1450,services,3.614,3.5,37
1451,nightlife,3.776,4.0,16
1452,services,3.574,3.5,18
1453,health,3.926,4.0,15
1454,shopping,4.908,5.0,474
1455,restaurants,3.672,3.5,14
1456,restaurants,4.01,4.0,4
1457,shopping,4.947,5.0,6
1458,health,3.547,3.5,53
1459,shopping,4.848,5.0,94
1460,beauty,3.853,4.0,13
1461,nightlife,4.83,5.0,89
1462,restaurants,4.263,4.5,53
1463,restaurants,4.019,4.0,21
1464,nightlife,3.814,4.0,20
1465,beauty,3.507,3.5,30
1466,shopping,3.892,4.0,60
1467,restaurants,4.344,4.5,37
1468,beauty,3.843,4.0,13
1469,restaurants,3.676,3.5,22
1470,health,3.712,3.5,179
1471,restaurants,4.396,4.5,33
1472,restaurants,4.524,4.5,60
1473,shopping,3.483,3.5,43
1474,shopping,3.482,3.5,33
1475,shopping,4.059,4.0,28
1476,shopping,4.69,4.5,61
1477,health,4.48,4.5,51
1478,shopping,3.161,3.0,33
1479,shopping,3.705,3.5,13
1480,shopping,3.338,3.5,37
1481,restaurants,3.703,3.5,24
1482,nightlife,4.732,4.5,19
1483,restaurants,3.068,3.0,358
1484,nightlife,2.96,3.0,6
1485,restaurants,3.394,3.5,65
1486,health,4.008,4.0,11
1487,shopping,4.191,4.0,29
1488,services,4.091,4.0,321
1489,shopping,4.497,4.5,10
1490,restaurants,2.88,3.0,13
1491,services,4.504,4.5,25
1492,nightlife,3.678,3.5,12
1493,services,4.252,4.5,60
1494,shopping,3.122,3.0,15
1495,nightlife,3.853,4.0,48
1496,services,3.98,4.0,7
1497,nightlife,4.486,4.5,5
1498,shopping,2.978,3.0,21
1499,beauty,3.867,4.0,6
1500,beauty,3.253,3.5,113
1501,health,4.128,4.0,6
1502,shopping,4.277,4.5,10
1503,shopping,4.558,4.5,38
1504,services,3.556,3.5,15
1505,shopping,4.36,4.5,6
1506,beauty,4.598,4.5,190
1507,shopping,2.946,3.0,10
1508,restaurants,4.187,4.0,21
1509,beauty,4.377,4.5,21
1510,restaurants,3.708,3.5,51
1511,restaurants,3.184,3.0,40
1512,nightlife,4.369,4.5,12
1513,beauty,3.19,3.0,19
1514,services,3.752,4.0,21
1515,restaurants,3.828,4.0,53
1516,restaurants,4.244,4.0,9
1517,health,3.505,3.5,186
1518,restaurants,3.473,3.5,12
1519,restaurants,3.904,4.0,25
1520,restaurants,4.404,4.5,9
1521,shopping,5.0,5.0,8
1522,services,3.021,3.0,11
1523,beauty,4.023,4.0,10
1524,beauty,3.252,3.5,17
1525,restaurants,4.41,4.5,10
1526,shopping,3.334,3.5,50
1527,shopping,3.479,3.5,12
1528,restaurants,3.526,3.5,11
1529,restaurants,3.808,4.0,18
1530,restaurants,4.028,4.0,67
1531,restaurants,4.116,4.0,31
1532,nightlife,3.847,4.0,23
1533,beauty,3.119,3.0,7
1534,restaurants,4.25,4.5,9
1535,shopping,3.821,4.0,8
1536,services,4.489,4.5,92
1537,beauty,3.461,3.5,43
1538,services,2.969,3.0,11
1539,shopping,3.831,4.0,15
1540,services,4.563,4.5,12
1541,restaurants,3.939,4.0,11
1542,shopping,3.74,3.5,40
1543,restaurants,3.371,3.5,19
1544,shopping,4.817,5.0,198
1545,shopping,3.284,3.5,87
1546,restaurants,3.451,3.5,92
1547,beauty,4.164,4.0,49
1548,restaurants,2.829,3.0,17
1549,restaurants,4.551,4.5,46
1550,restaurants,4.193,4.0,18
1551,shopping,4.345,4.5,126
1552,restaurants,4.157,4.0,38
1553,shopping,3.761,4.0,33
1554,restaurants,3.265,3.5,29
1555,beauty,3.773,4.0,141
1556,health,3.314,3.5,7
1557,shopping,4.117,4.0,155
1558,nightlife,4.294,4.5,21
1559,services,4.662,4.5,7
1560,health,4.054,4.0,13
1561,nightlife,4.359,4.5,6
1562,services,3.687,3.5,48
1563,services,3.587,3.5,10
1564,services,4.111,4.0,30
1565,shopping,3.637,3.5,77
1566,restaurants,3.998,4.0,14
1567,restaurants,3.266,3.5,20
1568,shopping,3.365,3.5,8
1569,shopping,4.199,4.0,18
1570,shopping,4.338,4.5,323
1571,nightlife,3.308,3.5,54
1572,nightlife,4.219,4.0,20
1573,services,3.557,3.5,14
1574,restaurants,3.859,4.0,25
1575,restaurants,4.629,4.5,29
1576,services,4.294,4.5,17
1577,services,4.288,4.5,43
1578,health,4.9,5.0,10
1579,services,3.463,3.5,10
1580,services,3.308,3.5,37
1581,restaurants,3.453,3.5,9
1582,shopping,3.71,3.5,52
1583,restaurants,2.555,2.5,25
1584,nightlife,3.736,3.5,5
1585,health,3.55,3.5,28
1586,shopping,4.281,4.5,6
1587,nightlife,4.044,4.0,50
1588,restaurants,3.52,3.5,20
1589,restaurants,4.174,4.0,157
1590,restaurants,4.248,4.0,73
1591,restaurants,3.427,3.5,9
1592,health,3.579,3.5,4
1593,shopping,2.626,2.5,13
1594,services,3.25,3.5,8
1595,beauty,3.442,3.5,153
1596,restaurants,3.891,4.0,25
1597,restaurants,3.33,3.5,63
1598,services,3.568,3.5,19
1599,restaurants,3.176,3.0,21
1600,services,3.944,4.0,25
1601,restaurants,4.084,4.0,75
1602,beauty,4.071,4.0,35
1603,services,3.857,4.0,10
1604,restaurants,3.002,3.0,125
1605,restaurants,3.509,3.5,19
1606,health,3.626,3.5,17
1607,restaurants,3.628,3.5,2
1608,shopping,3.891,4.0,47
1609,shopping,4.634,4.5,28
1610,restaurants,4.297,4.5,28
1611,beauty,3.307,3.5,17
1612,beauty,4.223,4.0,15
1613,shopping,4.202,4.0,18
1614,services,3.407,3.5,40
1615,restaurants,4.317,4.5,47
1616,restaurants,3.762,4.0,20
1617,nightlife,3.075,3.0,64
1618,health,4.1,4.0,24
1619,restaurants,3.969,4.0,16
1620,restaurants,3.725,3.5,31
1621,shopping,3.829,4.0,7
1622,services,3.455,3.5,32
1623,restaurants,4.186,4.0,6
1624,shopping,3.826,4.0,10
1625,beauty,3.942,4.0,4
1626,shopping,4.046,4.0,22
1627,restaurants,3.215,3.0,124
1628,restaurants,3.358,3.5,23
1629,shopping,2.635,2.5,48
1630,shopping,4.161,4.0,259
1631,services,3.183,3.0,38
1632,nightlife,3.923,4.0,12
1633,beauty,4.054,4.0,14
1634,health,4.181,4.0,26
1635,shopping,3.188,3.0,14
1636,shopping,3.814,4.0,15
1637,health,4.769,5.0,67
1638,restaurants,4.793,5.0,69
1639,beauty,4.393,4.5,6
1640,beauty,4.036,4.0,12
1641,restaurants,3.297,3.5,16
1642,shopping,4.245,4.0,46
1643,restaurants,3.763,4.0,78
1644,restaurants,4.158,4.0,367
1645,shopping,3.502,3.5,16
1646,restaurants,3.755,4.0,17
1647,services,3.94,4.0,45
1648,services,3.985,4.0,13
1649,services,4.122,4.0,22
1650,restaurants,3.531,3.5,17
1651,restaurants,3.111,3.0,3
1652,restaurants,4.744,4.5,29
1653,restaurants,5.0,5.0,21
1654,health,4.096,4.0,88
1655,shopping,3.122,3.0,26
1656,restaurants,3.425,3.5,8
1657,services,4.13,4.0,20
1658,shopping,4.588,4.5,4
1659,restaurants,3.183,3.0,8
1660,restaurants,3.782,4.0,47
1661,nightlife,3.958,4.0,20
1662,services,4.326,4.5,63
1663,restaurants,3.661,3.5,4
1664,services,2.99,3.0,20
1665,services,4.192,4.0,16
1666,services,4.469,4.5,65
1667,restaurants,3.805,4.0,49
1668,restaurants,4.073,4.0,48
1669,services,3.589,3.5,116
1670,restaurants,3.385,3.5,18
1671,nightlife,4.415,4.5,94
1672,beauty,4.063,4.0,10
1673,restaurants,4.12,4.0,9
1674,services,4.676,4.5,53
1675,health,3.27,3.5,6
1676,beauty,3.546,3.5,45
1677,shopping,3.937,4.0,28
1678,services,3.54,3.5,73
1679,shopping,4.281,4.5,24
1680,beauty,3.747,3.5,27
1681,services,3.304,3.5,42
1682,beauty,3.886,4.0,14
1683,restaurants,3.944,4.0,13
1684,restaurants,4.364,4.5,40
1685,restaurants,4.066,4.0,25
1686,shopping,4.104,4.0,17
1687,shopping,4.026,4.0,24
1688,nightlife,3.746,3.5,122
1689,shopping,3.456,3.5,17
1690,services,4.009,4.0,16
1691,services,3.667,3.5,5
1692,restaurants,4.779,5.0,25
1693,beauty,4.588,4.5,48
1694,beauty,4.198,4.0,58
1695,shopping,4.058,4.0,28
1696,restaurants,3.802,4.0,65
1697,services,3.156,3.0,52
1698,health,3.731,3.5,76
1699,beauty,3.906,4.0,67
