attempt_id,business_id,business_category,business_true_avg_rating,business_displayed_stars,business_review_count,intended_star,user_review_count,user_tenure_days,user_experience_z,user_is_elite,device_mobile,session_prompted,completed,review_length
19488,434,restaurants,3.805,4.0,8,5,8,72,0.3835,0,0,0,0,
19489,783,nightlife,4.011,4.0,19,5,3,806,-0.5348,0,1,0,1,47.0
19490,549,shopping,3.703,3.5,15,5,26,310,1.6275,0,0,1,1,114.0
19491,3222,beauty,3.86,4.0,6,5,4,306,-0.2821,0,1,0,0,
19492,2303,shopping,4.517,4.5,6,5,2,882,-0.8605,0,0,1,1,25.0
19493,148,shopping,4.326,4.5,14,4,7,180,0.2501,0,1,0,1,72.0
19494,3704,restaurants,4.499,4.5,158,5,2,164,-0.8605,0,1,1,0,
19495,602,services,3.706,3.5,9,5,6,188,0.0989,0,1,0,1,37.0
19496,2581,services,3.427,3.5,17,1,30,205,1.7839,0,1,0,0,
19497,49,restaurants,4.391,4.5,35,4,5,89,-0.0756,0,1,0,0,
19498,2355,services,3.493,3.5,7,5,1,383,-1.3196,0,1,1,1,26.0
19499,2221,shopping,3.734,3.5,99,5,3,198,-0.5348,0,0,0,1,46.0
19500,3635,restaurants,3.527,3.5,84,5,12,228,0.7999,0,1,1,1,25.0
19501,2400,nightlife,4.546,4.5,7,5,6,233,0.0989,0,1,0,0,
19502,1956,nightlife,3.516,3.5,47,5,11,559,0.7092,0,1,1,1,36.0
19503,2124,shopping,4.642,4.5,44,5,2,359,-0.8605,0,1,0,1,79.0
19504,2533,restaurants,3.942,4.0,137,1,3,414,-0.5348,0,0,1,1,84.0
19505,1657,services,4.13,4.0,20,5,10,234,0.6107,0,0,1,0,
19506,2855,health,4.61,4.5,7,5,29,421,1.7468,0,1,1,1,62.0
19507,2116,restaurants,3.115,3.0,87,1,3,1592,-0.5348,0,1,0,0,
19508,3876,restaurants,3.236,3.0,16,5,5,781,-0.0756,0,1,1,0,
19509,775,services,3.508,3.5,25,4,17,117,1.1683,0,1,1,1,59.0
19510,2916,restaurants,4.0,4.0,42,5,6,757,0.0989,0,1,0,0,
19511,3304,beauty,3.948,4.0,219,5,10,411,0.6107,0,1,0,0,
19512,2872,restaurants,4.485,4.5,8,4,2,277,-0.8605,0,1,1,0,
19513,3923,health,5.0,5.0,4,4,5,563,-0.0756,0,0,0,1,112.0
19514,1736,services,4.471,4.5,55,5,3,494,-0.5348,0,0,0,0,
19515,2162,shopping,3.254,3.5,53,5,1,327,-1.3196,0,1,1,1,36.0
19516,615,beauty,3.891,4.0,17,5,2,197,-0.8605,0,0,0,1,38.0
19517,1497,nightlife,4.486,4.5,5,5,8,139,0.3835,0,1,1,0,
19518,638,beauty,2.368,2.5,16,5,9,573,0.5028,0,0,0,1,88.0
19519,3167,restaurants,2.597,2.5,2,1,12,371,0.7999,0,1,1,0,
19520,3128,beauty,4.156,4.0,26,5,9,215,0.5028,0,1,0,1,28.0
19521,772,nightlife,4.738,4.5,30,5,4,267,-0.2821,0,0,0,1,65.0
19522,3211,beauty,3.075,3.0,32,2,1,195,-1.3196,0,0,1,1,83.0
19523,1283,nightlife,4.131,4.0,4,5,1,109,-1.3196,0,1,0,0,
19524,2918,restaurants,2.761,3.0,72,2,17,821,1.1683,0,1,1,1,108.0
19525,3759,restaurants,3.468,3.5,19,1,2,307,-0.8605,0,1,0,1,34.0
19526,3317,restaurants,3.913,4.0,35,5,5,50,-0.0756,0,0,0,1,47.0
19527,745,shopping,3.604,3.5,8,5,5,536,-0.0756,0,1,1,1,45.0
19528,721,shopping,3.282,3.5,101,4,1,358,-1.3196,0,1,0,0,
19529,448,restaurants,4.314,4.5,4,3,7,448,0.2501,0,1,1,0,
19530,3367,nightlife,3.526,3.5,105,5,27,712,1.6687,1,0,1,1,51.0
19531,2185,restaurants,3.565,3.5,16,5,5,237,-0.0756,1,0,0,0,
19532,623,shopping,4.01,4.0,52,5,4,311,-0.2821,1,1,1,1,31.0
19533,2349,restaurants,3.857,4.0,182,5,1,84,-1.3196,0,0,0,1,62.0
19534,2119,restaurants,3.496,3.5,6,5,4,170,-0.2821,0,1,1,1,58.0
19535,2388,beauty,3.162,3.0,18,4,9,631,0.5028,0,0,0,1,107.0
19536,2538,restaurants,4.742,4.5,21,5,5,263,-0.0756,0,0,1,1,77.0
19537,657,restaurants,3.915,4.0,11,5,3,194,-0.5348,0,1,0,1,29.0
19538,1548,restaurants,2.829,3.0,17,5,15,346,1.035,0,0,0,1,128.0
19539,2884,nightlife,4.046,4.0,27,1,4,121,-0.2821,0,1,1,1,57.0
19540,3636,services,3.084,3.0,44,3,3,165,-0.5348,0,1,1,0,
19541,969,restaurants,4.168,4.0,7,3,6,553,0.0989,0,1,0,0,
19542,2284,restaurants,3.121,3.0,17,4,21,59,1.3956,0,0,0,1,101.0
19543,3792,restaurants,3.569,3.5,15,5,4,171,-0.2821,0,1,0,1,50.0
19544,2404,services,3.893,4.0,20,5,2,299,-0.8605,0,0,1,1,30.0
19545,911,services,3.092,3.0,7,5,9,388,0.5028,0,0,1,1,21.0
19546,2335,beauty,4.525,4.5,24,5,3,128,-0.5348,0,1,1,1,38.0
19547,69,shopping,3.71,3.5,14,4,9,424,0.5028,0,0,0,1,62.0
19548,1956,nightlife,3.516,3.5,47,1,1,282,-1.3196,0,1,1,1,53.0
19549,2271,nightlife,3.253,3.5,7,5,5,832,-0.0756,0,0,0,1,67.0
19550,225,health,3.811,4.0,10,5,4,486,-0.2821,0,0,0,0,
19551,811,restaurants,3.935,4.0,27,4,2,219,-0.8605,0,1,0,0,
19552,3955,nightlife,3.652,3.5,61,3,1,729,-1.3196,0,0,0,0,
19553,2514,restaurants,2.38,2.5,9,1,4,282,-0.2821,0,1,0,0,
19554,1833,restaurants,4.473,4.5,77,4,2,396,-0.8605,0,0,1,1,35.0
19555,916,restaurants,4.267,4.5,54,4,0,164,-2.1045,0,1,0,0,
19556,496,shopping,3.805,4.0,30,4,1,119,-1.3196,0,0,0,0,
19557,1712,health,5.0,5.0,15,5,1,71,-1.3196,0,1,0,0,
19558,2182,services,3.97,4.0,8,5,5,166,-0.0756,0,1,1,1,93.0
19559,718,nightlife,3.553,3.5,15,5,1,272,-1.3196,0,1,0,1,40.0
19560,3203,nightlife,4.395,4.5,25,5,5,159,-0.0756,0,0,0,0,
19561,1715,beauty,2.922,3.0,40,5,2,341,-0.8605,0,1,0,1,48.0
19562,223,health,3.428,3.5,21,4,12,231,0.7999,0,0,1,1,98.0
19563,546,shopping,4.174,4.0,20,5,7,272,0.2501,0,1,1,1,76.0
19564,3446,beauty,3.96,4.0,9,5,4,796,-0.2821,0,1,0,0,
19565,1351,services,3.982,4.0,13,5,6,1009,0.0989,0,1,0,1,28.0
19566,1491,services,4.504,4.5,25,5,9,73,0.5028,0,1,0,0,
19567,795,shopping,3.998,4.0,83,5,5,100,-0.0756,1,1,0,1,14.0
19568,3231,restaurants,4.082,4.0,38,4,6,316,0.0989,0,1,0,0,
19569,3264,restaurants,3.662,3.5,35,5,0,192,-2.1045,0,0,0,0,
19570,969,restaurants,4.168,4.0,7,5,3,72,-0.5348,0,1,0,1,43.0
19571,2917,services,4.495,4.5,15,5,2,384,-0.8605,0,1,0,1,40.0
19572,1809,restaurants,3.596,3.5,23,4,16,101,1.1036,1,0,1,1,129.0
19573,667,health,4.049,4.0,38,4,3,492,-0.5348,0,0,0,1,37.0
19574,3183,restaurants,2.923,3.0,18,4,2,646,-0.8605,0,0,1,1,121.0
19575,331,restaurants,4.202,4.0,31,3,9,752,0.5028,1,0,0,0,
19576,3497,beauty,3.7,3.5,24,5,1,143,-1.3196,0,1,0,1,18.0
19577,102,restaurants,4.049,4.0,38,5,5,278,-0.0756,0,0,1,0,
19578,1292,nightlife,3.989,4.0,33,1,1,734,-1.3196,0,1,0,1,55.0
19579,906,shopping,3.946,4.0,143,2,2,42,-0.8605,0,0,0,1,58.0
19580,941,services,3.864,4.0,108,5,3,99,-0.5348,0,1,1,0,
19581,1920,shopping,3.635,3.5,7,1,25,438,1.5847,0,0,1,1,37.0
19582,3006,nightlife,2.954,3.0,77,5,4,1064,-0.2821,0,1,0,0,
19583,1599,restaurants,3.176,3.0,21,5,2,31,-0.8605,0,0,1,1,41.0
19584,2063,restaurants,3.947,4.0,74,5,4,97,-0.2821,0,0,1,0,
19585,3885,restaurants,3.626,3.5,16,5,24,199,1.5403,1,1,1,0,
19586,1991,beauty,4.1,4.0,15,5,1,300,-1.3196,0,0,0,0,
19587,3168,restaurants,4.174,4.0,277,4,12,1488,0.7999,0,1,1,1,207.0
19588,1539,shopping,3.831,4.0,15,5,8,658,0.3835,0,1,1,1,46.0
19589,312,restaurants,4.743,4.5,8,5,4,409,-0.2821,0,1,1,1,69.0
19590,1023,shopping,3.349,3.5,7,5,4,77,-0.2821,0,0,0,0,
19591,635,restaurants,3.318,3.5,64,4,24,273,1.5403,1,1,0,1,99.0
19592,3628,nightlife,5.0,5.0,28,5,11,569,0.7092,0,0,1,1,148.0
19593,106,shopping,3.944,4.0,11,5,2,100,-0.8605,0,0,0,1,45.0
19594,3289,shopping,3.747,3.5,15,5,5,188,-0.0756,0,1,1,1,49.0
19595,552,restaurants,4.06,4.0,15,5,19,239,1.2877,1,1,0,1,98.0
19596,601,beauty,4.183,4.0,19,4,9,148,0.5028,1,0,1,1,101.0
19597,2117,restaurants,4.124,4.0,15,5,7,515,0.2501,0,1,0,1,57.0
19598,324,services,3.321,3.5,32,5,1,593,-1.3196,0,1,0,1,49.0
19599,306,shopping,3.784,4.0,8,4,63,129,2.6047,0,0,1,1,124.0
19600,3102,health,3.05,3.0,38,5,11,106,0.7092,0,0,1,1,59.0
19601,239,restaurants,4.947,5.0,20,4,35,255,1.9532,0,0,1,1,187.0
19602,2388,beauty,3.162,3.0,18,5,7,371,0.2501,1,0,0,1,38.0
19603,472,restaurants,4.92,5.0,4,5,5,1486,-0.0756,0,1,1,1,42.0
19604,342,services,3.703,3.5,14,4,2,276,-0.8605,0,1,0,0,
19605,2677,services,3.649,3.5,49,3,14,195,0.9619,1,1,1,1,52.0
19606,1568,shopping,3.365,3.5,8,4,26,135,1.6275,0,0,1,1,66.0
19607,77,beauty,3.508,3.5,29,3,16,317,1.1036,1,1,0,1,78.0
19608,2726,services,3.893,4.0,26,5,59,214,2.5316,0,1,1,1,52.0
19609,3878,restaurants,3.729,3.5,5,2,6,547,0.0989,0,1,0,1,42.0
19610,2244,shopping,3.201,3.0,53,5,3,328,-0.5348,1,1,0,0,
19611,1523,beauty,4.023,4.0,10,5,7,249,0.2501,0,0,1,1,63.0
19612,3375,shopping,3.874,4.0,10,5,12,118,0.7999,0,1,1,0,
19613,1346,shopping,4.282,4.5,11,5,4,401,-0.2821,0,0,1,1,59.0
19614,2452,nightlife,4.442,4.5,5,5,5,237,-0.0756,0,0,1,1,85.0
19615,1899,restaurants,3.768,4.0,61,5,6,503,0.0989,0,0,0,1,51.0
19616,2905,nightlife,3.259,3.5,213,5,9,75,0.5028,0,0,1,1,72.0
19617,2071,shopping,3.079,3.0,10,5,6,356,0.0989,0,0,0,1,57.0
19618,1927,beauty,2.762,3.0,7,3,6,538,0.0989,0,1,0,0,
19619,1680,beauty,3.747,3.5,27,5,10,283,0.6107,0,1,1,0,
19620,1183,restaurants,4.114,4.0,30,5,12,575,0.7999,0,1,1,1,55.0
19621,1945,health,3.05,3.0,44,5,3,394,-0.5348,0,1,0,1,44.0
19622,242,restaurants,3.632,3.5,37,5,1,156,-1.3196,0,0,0,1,45.0
19623,1358,beauty,3.021,3.0,4,4,2,97,-0.8605,0,1,0,0,
19624,305,shopping,3.777,4.0,10,4,8,656,0.3835,0,1,1,0,
19625,1288,shopping,3.889,4.0,7,5,2,163,-0.8605,1,0,1,1,32.0
19626,1406,health,3.835,4.0,52,5,7,243,0.2501,0,0,0,1,65.0
19627,109,services,4.382,4.5,78,3,5,169,-0.0756,0,0,1,1,49.0
19628,1185,services,3.849,4.0,5,4,5,703,-0.0756,0,0,0,0,
19629,2687,beauty,3.562,3.5,12,4,9,36,0.5028,0,0,0,0,
19630,3879,shopping,4.178,4.0,107,5,18,604,1.2296,0,1,0,1,31.0
19631,2469,restaurants,4.227,4.0,10,5,5,168,-0.0756,0,1,1,1,56.0
19632,2847,restaurants,4.119,4.0,15,5,2,1804,-0.8605,0,1,0,0,
19633,2675,shopping,4.079,4.0,115,5,7,618,0.2501,0,1,1,0,
19634,3778,beauty,3.984,4.0,15,2,11,132,0.7092,1,1,1,0,
19635,3764,restaurants,4.42,4.5,151,4,0,1104,-2.1045,0,0,0,0,
19636,456,health,2.647,2.5,32,2,2,153,-0.8605,0,0,0,0,
19637,1892,nightlife,3.591,3.5,25,3,5,460,-0.0756,0,1,0,0,
19638,3631,health,3.742,3.5,110,5,3,407,-0.5348,0,1,0,1,42.0
19639,3527,restaurants,2.648,2.5,87,1,6,1937,0.0989,0,0,0,1,139.0
19640,2138,beauty,4.332,4.5,71,5,2,116,-0.8605,0,0,0,0,
19641,1775,shopping,3.369,3.5,78,5,14,32,0.9619,0,1,1,0,
19642,233,nightlife,5.0,5.0,72,5,5,95,-0.0756,0,1,1,1,48.0
19643,1910,restaurants,4.091,4.0,20,2,1,274,-1.3196,0,0,0,1,127.0
19644,2025,shopping,3.839,4.0,40,1,11,105,0.7092,0,0,1,1,32.0
19645,2531,nightlife,4.631,4.5,16,5,12,78,0.7999,0,1,0,1,46.0
19646,2087,shopping,3.042,3.0,125,5,5,201,-0.0756,0,0,0,1,67.0
19647,863,nightlife,2.392,2.5,65,1,1,628,-1.3196,1,1,0,0,
19648,3872,restaurants,3.997,4.0,94,5,13,21,0.8838,0,1,1,0,
19649,869,restaurants,3.132,3.0,9,5,2,317,-0.8605,0,1,0,0,
19650,1530,restaurants,4.028,4.0,67,5,3,316,-0.5348,0,1,0,1,24.0
19651,2039,beauty,3.361,3.5,18,5,3,554,-0.5348,0,1,1,1,35.0
19652,1172,restaurants,3.309,3.5,13,5,1,106,-1.3196,0,1,1,1,38.0
19653,274,beauty,3.071,3.0,38,5,5,1277,-0.0756,0,0,0,1,22.0
19654,2444,shopping,4.989,5.0,5,5,6,320,0.0989,0,1,0,0,
19655,946,beauty,3.721,3.5,171,5,6,395,0.0989,0,1,1,1,32.0
19656,3516,nightlife,3.964,4.0,33,5,4,169,-0.2821,0,0,0,0,
19657,3173,health,4.422,4.5,53,5,2,747,-0.8605,0,1,0,0,
19658,1712,health,5.0,5.0,15,4,25,2480,1.5847,0,1,1,1,53.0
19659,1854,services,3.522,3.5,21,5,6,204,0.0989,0,0,0,1,25.0
19660,3798,shopping,4.816,5.0,12,5,2,343,-0.8605,0,1,0,1,63.0
19661,106,shopping,3.944,4.0,11,5,8,469,0.3835,0,1,1,1,70.0
19662,1514,services,3.752,4.0,21,5,7,971,0.2501,0,1,1,1,23.0
19663,242,restaurants,3.632,3.5,37,5,10,676,0.6107,0,0,0,1,118.0
19664,554,restaurants,4.447,4.5,7,4,5,432,-0.0756,0,1,0,0,
19665,3678,restaurants,4.244,4.0,5,4,2,461,-0.8605,0,1,1,0,
19666,405,services,3.985,4.0,12,5,1,604,-1.3196,0,0,0,0,
19667,3826,restaurants,4.679,4.5,92,5,3,682,-0.5348,0,1,0,1,119.0
19668,3135,beauty,4.96,5.0,32,5,1,702,-1.3196,0,1,0,0,
19669,2564,nightlife,3.94,4.0,79,5,7,166,0.2501,1,1,1,1,58.0
19670,2967,restaurants,4.268,4.5,18,5,1,3363,-1.3196,0,1,0,0,
19671,739,shopping,3.429,3.5,44,5,3,363,-0.5348,0,1,1,1,51.0
19672,469,shopping,3.777,4.0,16,4,11,449,0.7092,0,0,0,1,45.0
19673,1472,restaurants,4.524,4.5,60,2,4,658,-0.2821,0,0,0,1,115.0
19674,3057,restaurants,4.015,4.0,59,5,5,462,-0.0756,0,1,1,1,51.0
19675,1221,restaurants,3.895,4.0,65,4,8,638,0.3835,0,1,1,0,
19676,703,services,4.945,5.0,16,5,9,159,0.5028,0,1,0,1,29.0
19677,3140,restaurants,4.001,4.0,75,5,16,291,1.1036,1,1,1,1,31.0
19678,2536,services,3.868,4.0,12,4,9,279,0.5028,0,1,0,0,
19679,2148,beauty,3.555,3.5,12,5,7,650,0.2501,0,0,0,0,
19680,1649,services,4.122,4.0,22,5,1,301,-1.3196,0,1,0,0,
19681,3118,restaurants,4.56,4.5,103,5,6,336,0.0989,0,1,0,0,
19682,2937,restaurants,4.198,4.0,9,4,31,349,1.8199,1,0,0,1,64.0
19683,1442,restaurants,3.539,3.5,121,5,10,951,0.6107,0,0,1,1,12.0
19684,518,restaurants,3.944,4.0,27,5,14,26,0.9619,0,0,1,1,49.0
19685,3478,health,4.233,4.0,80,5,2,404,-0.8605,0,0,1,1,68.0
19686,547,restaurants,5.0,5.0,35,5,5,197,-0.0756,0,0,1,0,
19687,1716,restaurants,3.583,3.5,23,5,9,56,0.5028,0,1,1,1,47.0
19688,3583,beauty,3.738,3.5,37,5,8,105,0.3835,0,1,0,1,43.0
19689,1669,services,3.589,3.5,116,4,12,104,0.7999,0,0,0,0,
19690,3325,services,3.477,3.5,19,4,1,188,-1.3196,0,0,1,1,25.0
19691,1956,nightlife,3.516,3.5,47,5,2,129,-0.8605,0,0,0,1,41.0
19692,2980,nightlife,3.83,4.0,13,1,1,286,-1.3196,0,1,0,0,
19693,2367,shopping,3.784,4.0,98,2,7,551,0.2501,0,1,0,1,40.0
19694,1120,beauty,4.304,4.5,37,5,4,315,-0.2821,0,1,0,0,
19695,3576,services,3.634,3.5,39,5,4,147,-0.2821,0,1,0,1,37.0
19696,1869,services,3.944,4.0,47,4,2,325,-0.8605,0,0,0,0,
19697,1831,health,4.474,4.5,66,5,2,475,-0.8605,0,1,0,1,31.0
19698,2634,shopping,4.224,4.0,23,5,5,786,-0.0756,0,0,1,1,74.0
19699,3720,nightlife,3.746,3.5,9,5,17,130,1.1683,1,0,0,1,147.0
19700,3486,beauty,3.112,3.0,32,5,28,1259,1.7084,1,0,0,1,51.0
19701,1574,restaurants,3.859,4.0,25,4,28,316,1.7084,1,0,1,0,
19702,925,restaurants,3.404,3.5,104,5,3,309,-0.5348,0,1,0,1,15.0
19703,1298,beauty,3.042,3.0,11,1,1,145,-1.3196,0,1,1,1,70.0
19704,1050,beauty,4.185,4.0,21,5,13,83,0.8838,0,1,0,1,33.0
19705,1180,beauty,3.06,3.0,5,5,20,77,1.3429,0,1,1,1,8.0
19706,1723,nightlife,4.686,4.5,133,5,8,1355,0.3835,0,1,0,0,
19707,84,restaurants,3.682,3.5,351,5,5,984,-0.0756,0,1,1,1,83.0
19708,2132,health,5.0,5.0,87,5,2,476,-0.8605,0,1,1,1,38.0
19709,3396,restaurants,3.825,4.0,8,5,10,101,0.6107,1,0,0,1,142.0
19710,1721,restaurants,4.905,5.0,160,2,9,247,0.5028,0,1,0,1,123.0
19711,316,shopping,3.471,3.5,62,4,7,72,0.2501,0,0,0,1,32.0
19712,1559,services,4.662,4.5,7,5,1,158,-1.3196,0,1,0,0,
19713,1337,nightlife,3.927,4.0,16,5,2,66,-0.8605,0,1,0,0,
19714,2377,nightlife,3.146,3.0,30,5,4,189,-0.2821,0,0,0,0,
19715,1001,shopping,3.798,4.0,5,5,16,198,1.1036,0,1,1,0,
19716,1203,beauty,3.721,3.5,57,4,13,152,0.8838,1,1,1,1,100.0
19717,2977,beauty,3.939,4.0,20,4,3,119,-0.5348,0,0,0,0,
19718,702,restaurants,3.904,4.0,220,5,1,235,-1.3196,0,0,0,1,72.0
19719,3730,health,3.624,3.5,51,4,22,437,1.4459,0,0,1,1,90.0
19720,1190,shopping,3.329,3.5,17,5,19,857,1.2877,0,0,1,1,41.0
19721,3266,restaurants,4.699,4.5,7,5,6,145,0.0989,0,1,1,1,29.0
19722,328,nightlife,3.962,4.0,17,2,3,462,-0.5348,0,0,0,0,
19723,1279,nightlife,3.849,4.0,14,1,4,454,-0.2821,0,1,1,0,
19724,1508,restaurants,4.187,4.0,21,5,14,373,0.9619,0,1,0,0,
19725,1823,nightlife,3.868,4.0,28,3,9,596,0.5028,0,0,1,1,35.0
19726,367,beauty,3.637,3.5,19,1,3,310,-0.5348,0,1,0,1,52.0
19727,988,shopping,4.188,4.0,61,3,56,265,2.4736,0,1,1,1,69.0
19728,3508,beauty,3.725,3.5,4,4,1,460,-1.3196,0,1,0,0,
19729,3695,shopping,3.846,4.0,14,5,3,1482,-0.5348,0,1,0,1,45.0
19730,1763,restaurants,4.062,4.0,5,3,3,69,-0.5348,0,0,0,0,
19731,474,restaurants,4.111,4.0,106,5,6,315,0.0989,0,1,0,1,39.0
19732,1101,restaurants,4.016,4.0,6,5,17,183,1.1683,0,0,0,1,35.0
19733,3807,nightlife,3.214,3.0,15,4,12,103,0.7999,0,0,0,1,57.0
19734,3675,services,2.867,3.0,143,1,6,434,0.0989,0,1,1,0,
19735,3254,restaurants,3.621,3.5,11,5,1,202,-1.3196,0,1,0,0,
19736,3451,nightlife,4.219,4.0,4,5,14,175,0.9619,0,1,1,1,42.0
19737,2846,restaurants,3.815,4.0,130,5,1,363,-1.3196,0,0,1,1,70.0
19738,2493,health,3.323,3.5,9,5,3,549,-0.5348,0,0,0,1,57.0
19739,3095,restaurants,3.736,3.5,49,5,5,102,-0.0756,0,1,0,1,37.0
19740,2585,shopping,3.826,4.0,21,5,2,327,-0.8605,0,0,0,1,53.0
19741,1357,shopping,3.792,4.0,6,1,2,959,-0.8605,0,1,1,1,36.0
19742,2564,nightlife,3.94,4.0,79,5,13,314,0.8838,1,1,1,1,47.0
19743,1183,restaurants,4.114,4.0,30,5,25,246,1.5847,0,0,1,1,70.0
19744,2500,restaurants,3.229,3.0,70,4,5,230,-0.0756,0,1,1,1,88.0
19745,1525,restaurants,4.41,4.5,10,2,1,45,-1.3196,0,1,1,1,31.0
19746,1949,health,3.838,4.0,40,5,7,52,0.2501,0,1,0,1,46.0
19747,726,restaurants,4.022,4.0,14,5,2,643,-0.8605,0,0,0,1,58.0
19748,3828,health,4.443,4.5,53,4,7,1612,0.2501,0,0,1,1,55.0
19749,2985,restaurants,4.368,4.5,226,2,7,1141,0.2501,0,1,1,1,74.0
19750,428,restaurants,3.933,4.0,80,5,1,1514,-1.3196,0,1,0,1,23.0
19751,1900,nightlife,3.541,3.5,32,2,3,205,-0.5348,0,0,0,1,59.0
19752,1817,shopping,3.957,4.0,5,5,10,240,0.6107,0,1,1,0,
19753,3543,restaurants,3.242,3.0,11,2,4,93,-0.2821,0,1,0,0,
19754,3020,shopping,3.434,3.5,26,3,1,106,-1.3196,0,0,1,0,
19755,3513,health,3.768,4.0,12,1,10,540,0.6107,0,1,1,1,26.0
19756,1867,restaurants,4.025,4.0,32,1,1,146,-1.3196,0,1,1,0,
19757,623,shopping,4.01,4.0,52,4,6,167,0.0989,0,0,1,1,91.0
19758,2885,restaurants,3.452,3.5,27,4,3,206,-0.5348,0,0,1,1,156.0
19759,875,services,4.022,4.0,3,5,8,617,0.3835,0,1,1,1,56.0
19760,2546,health,3.838,4.0,20,5,4,275,-0.2821,0,0,0,1,79.0
19761,1642,shopping,4.245,4.0,46,5,8,160,0.3835,0,1,0,1,58.0
19762,1398,nightlife,3.924,4.0,23,5,22,276,1.4459,0,1,0,1,48.0
19763,475,restaurants,3.469,3.5,12,5,11,608,0.7092,0,1,0,1,37.0
19764,3200,beauty,4.17,4.0,55,5,10,158,0.6107,0,1,1,1,58.0
19765,2757,beauty,3.704,3.5,26,2,9,113,0.5028,1,1,0,1,73.0
19766,1367,restaurants,2.835,3.0,75,1,1,119,-1.3196,0,0,0,0,
19767,2950,restaurants,5.0,5.0,9,5,5,1597,-0.0756,0,1,0,0,
19768,3945,services,2.919,3.0,32,1,7,139,0.2501,0,0,0,1,29.0
19769,2885,restaurants,3.452,3.5,27,5,9,276,0.5028,0,0,1,1,58.0
19770,3797,beauty,3.624,3.5,6,5,5,50,-0.0756,0,1,0,1,66.0
19771,1880,shopping,3.45,3.5,68,5,11,2173,0.7092,0,0,1,1,56.0
19772,1507,shopping,2.946,3.0,10,5,2,160,-0.8605,0,1,0,1,48.0
19773,3372,services,3.329,3.5,20,3,44,420,2.2059,0,1,1,1,49.0
19774,2651,shopping,3.759,4.0,6,5,9,250,0.5028,0,0,0,1,43.0
19775,2423,restaurants,3.941,4.0,43,5,2,140,-0.8605,0,1,1,1,15.0
19776,2567,restaurants,3.37,3.5,19,3,22,502,1.4459,0,0,0,1,100.0
19777,3974,restaurants,3.884,4.0,79,5,1,159,-1.3196,0,1,1,0,
19778,2749,restaurants,3.731,3.5,170,5,5,645,-0.0756,0,1,0,1,67.0
19779,3261,beauty,4.835,5.0,19,5,6,2841,0.0989,1,1,0,1,64.0
19780,143,nightlife,3.795,4.0,60,5,3,593,-0.5348,0,0,0,0,
19781,2889,restaurants,4.061,4.0,11,5,4,128,-0.2821,0,1,1,0,
19782,1271,shopping,3.484,3.5,68,4,5,222,-0.0756,0,1,0,1,28.0
19783,493,restaurants,3.594,3.5,79,5,2,61,-0.8605,0,1,0,1,42.0
19784,1105,beauty,4.771,5.0,48,5,7,35,0.2501,0,1,0,1,36.0
19785,3330,health,4.861,5.0,5,5,5,84,-0.0756,0,1,0,0,
19786,3270,health,4.191,4.0,103,5,42,286,2.1544,0,1,0,1,85.0
19787,1222,services,3.335,3.5,28,1,25,367,1.5847,0,1,1,1,53.0
19788,768,restaurants,4.06,4.0,2,5,2,361,-0.8605,0,1,1,1,35.0
19789,1675,health,3.27,3.5,6,1,4,419,-0.2821,0,0,1,1,47.0
19790,1327,nightlife,3.719,3.5,26,4,2,312,-0.8605,0,0,0,0,
19791,1851,services,1.975,2.0,42,1,4,558,-0.2821,0,0,0,1,33.0
19792,3136,services,3.616,3.5,15,5,13,320,0.8838,1,0,0,0,
19793,1325,services,4.975,5.0,4,5,4,138,-0.2821,0,1,0,0,
19794,693,restaurants,3.874,4.0,57,4,3,584,-0.5348,0,1,0,0,
19795,433,services,4.467,4.5,25,1,10,100,0.6107,0,1,0,1,51.0
19796,2740,restaurants,3.319,3.5,27,5,1,118,-1.3196,0,1,0,1,44.0
19797,797,restaurants,4.166,4.0,16,1,3,1724,-0.5348,0,1,1,1,37.0
19798,878,nightlife,3.125,3.0,128,4,22,108,1.4459,0,1,1,1,49.0
19799,3213,nightlife,3.941,4.0,39,4,24,588,1.5403,1,1,0,1,59.0
19800,371,restaurants,3.323,3.5,38,5,21,453,1.3956,0,1,0,0,
19801,2609,shopping,3.364,3.5,34,1,1,98,-1.3196,0,1,0,1,31.0
19802,45,services,3.626,3.5,35,5,1,3095,-1.3196,0,1,0,1,13.0
19803,3771,health,3.438,3.5,64,5,3,213,-0.5348,0,1,0,1,33.0
19804,2854,beauty,3.685,3.5,36,5,5,191,-0.0756,0,1,0,0,
19805,3284,restaurants,4.409,4.5,9,5,2,198,-0.8605,0,0,0,1,49.0
19806,2665,services,3.219,3.0,29,2,1,411,-1.3196,0,1,0,0,
19807,1608,shopping,3.891,4.0,47,5,14,146,0.9619,0,1,1,1,68.0
19808,3981,shopping,4.192,4.0,202,4,11,77,0.7092,1,0,0,1,124.0
19809,3144,services,4.137,4.0,30,5,3,495,-0.5348,0,0,0,1,41.0
19810,355,shopping,4.327,4.5,29,5,11,88,0.7092,0,1,1,0,
19811,2305,restaurants,3.965,4.0,36,5,14,74,0.9619,0,1,0,0,
19812,2170,shopping,4.978,5.0,37,5,0,153,-2.1045,0,1,0,0,
19813,1145,restaurants,3.448,3.5,40,5,10,2263,0.6107,0,1,1,1,39.0
19814,1824,beauty,4.604,4.5,8,5,5,188,-0.0756,0,0,1,1,71.0
19815,3900,restaurants,3.913,4.0,49,5,0,1213,-2.1045,0,0,0,1,69.0
